Unnamed: 0,x_test,future
152.0,"[ 15 165  82 118  82 118 114 114 114 178 118  49 157 114 178 114  87 114
  87 114  87 114  87 114  51 114  88 178  64  99  64 122]",[122  64 122  64 122  41 122  39]
153.0,"[ 87  93 178  93 178 114  28  95  28  87  28  95  28  93  28  15 156  15
  69  15  69 118  95 121  95  15  95 121  95  86  95  27]",[ 28  87  28  87 118 117 103  77]
154.0,"[  8  65 178  30   0 155   0 128 178 158  29 158  29 128   0 111   5 111
  29 177  10  78 116  21  51 145 129  19 129 157  67   8]",[ 62   8  67 129  29 164   8 164]
155.0,"[174 152 140  73 174 152 140  73 174 152 140  73 174 152 140 136 152  50
  78 136 152 123 128 165 134  78 177  17 103  50  78  17]",[ 13 131  78 177 103 163  54 117]
156.0,"[180  80   9  80  17 180  13 123  97 180 159 159 136 180 159  35 159  26
 131 152  63  26  97  97  13  26  97 180  97  73  18 103]",[ 36  18  97  97  17  18  97 166]
157.0,"[163  15  47 161  47  15 161 134 161  28  47 161  24  47 132 161 134 161
  96  47 161 118  47 163 134 163 132  47 163  96  47  15]",[134  87 161  15  47 161  47 161]
158.0,"[ 97  55  53  26  55  18  63  70 136  36  98  70 136 173  33  90 168 136
  90  33 173  98 168 136  36  63  18  26  53  97  81  53]",[ 81  18  63 101  13  18 127 101]
159.0,"[136  35 152  13 100 123 136  70 152  13 123 136 152  13 123 136 144 136
 126 123 136   4 152  13  83 123 136 116 152  13 123 136]",[136 135 136  70 136   1  42 152]
160.0,"[117 103 117  45  60  45  77 174  77 174 134  77  45 103  24 117 151   2
 160   2  87   2  87   2 178   2 178   2   0 157 135   5]",[112  15 112  15 112 132 132 132]
161.0,"[131 152 144 131 152  13  80 103  13 144  46  78  13  17 159 152  13 123
  80 152  73 144  35 131 128  13 128 152  13  45 117  13]",[128 152  13 159 180 131 128  13]
162.0,"[127  36  78 127  26 128 153 142 128  26 142 153 128  26 142  53 103  97
 145 153 166 103  53 117 166 155  53 117  97 152 153   4]",[180 152  97 128 180 123  97 128]
163.0,"[ 29  70  78  70  78  70  29 177 109 177 109  29  70 177  70 177 164  29
  42 177  42 177 109  29  70 177  70 177  79 144  12  73]",[ 73 109  13  19  78  19  78 149]
164.0,"[166 174  35  69  73  35  38   0   9 126 149   9  97  73  94  37  35  94
 124   0  94  75 149 159  80   9 180 179 136 180 180 136]",[153 101  97  63 154 180 153   4]
165.0,"[ 71  59 123  78  55  78  77  73  77 167  59  75  75   0 107   0  59 149
 179 180 166 166 166 180 179 153 166 180 179 159  94  82]",[159 166 180 179  16 144   1 144]
166.0,"[165 110  54 166 160 105  54 166  73 153  54   7 117  54  78  54   7  78
  54 166 165  54 105 165  14  17  14 144  14  17 179  14]",[165  14  17  14  51  73  14  17]
167.0,"[128  78  99  13  29 131 128  78  29  13  51 131 103  78  51  13  99 131
 103  78  99  13 129 131 152 151 129  13  99 131 152 151]",[ 13  92 131 103  78  13 131 103]
168.0,"[110 123  50  66  78  82 159  80 159  82 159 123  50  82 159  66 123  50
  22  82 159 155  82 159 158  80 179   9 105  82 166  50]",[159 166 158  50  82 100 159 166]
169.0,"[131 177 154  76 180 159 134  76  46  80 174  46  80  46  35 134  46  35
  46  91  46  91 103  78  46  50 145  46  50 126  46  14]",[ 42 168  42  70  70 100  46 175]
170.0,"[180 116 166 180 166 153 116  97 153 116  97  53 116  26  53  26 115 116
  63 115 116  63  29 116  51 129  51  51  29  99  29  99]",[116  51 129  88 129 129 116   0]
171.0,"[152  35 150 103  78 103  94 150 103  13 103  80 150 103 144 103 157 150
 103 144 103 150 103  29 144 103 116 150 103  51 144 103]",[150 152 151 152 180 150 152  71]
172.0,"[142  22 149 149 110 160 128 158  66  19  19  82 158  19  11 155 100  37
 124  80 155  37 172 128  72  11  10 128  38 172   9  50]",[167  78 158 155 167 110  68  60]
173.0,"[ 94 144  80 151  35 144  91 151  35 144  80 151  35 144  91 151  35 144
  91 151  50 144  14 150  80 151 141 157 141 157 141 157]",[157 141 157 141 157 141 157 141]
174.0,"[ 60  71 144  13 151  78 152 140  78 151  13 155  71 144  13 151  78 152
 140  78 151  13 155  71 144  13 151  78 152 140  78 151]",[155  71 144  13 151  78 152 140]
175.0,"[ 27 145 145 145 145  42 157  67   6  27  27 145 145 145 145  42 157  67
   6  53 103  80   6 151  80  85 151  91  69  71  91 105]",[  9  42 151   9  27 157  91  69]
176.0,"[166  16 179 159 140  85 153   7  53 153 159 159 140  26 127  22  73  53
   7 165 159  80 153  82 177 166 159 158  78 180  80 155]",[ 82 126 159  80  60 115  18  16]
177.0,"[136  14  50  14  50  91 117  50  91   9 144  91   9  35   9  35   9 152
  80  35   9 144  35  80 159 179 180 166 131  26  53  97]",[153 166 180 179 159  80  60 166]
178.0,"[136 100   4 127 131  63 127  97  97  81 127  97 180 180  97 180  94  94
  81 180  94  35  35  94  35 136 100   4 176  81  62  62]",[ 45 130  63 127 127 146  63 127]
179.0,"[179  35  50 180 152 144  85 166 180  46  94  80  35  50  91 150  80  35
  91 103  50 136  17  71 144  71 131  54  50  94 117  50]",[ 50 103  17  71 144 150  80  35]
180.0,"[121  95 179 137 121  95 105 140  41 101 180 101  83 101  83 101  83 101
 105 140 110  89 180  89  75  89  75  89  75  89  35 131]",[ 83 101  83 101  83 101  83 101]
181.0,"[ 52 154  83 180 126 180 180 136 126 136 126  50 154 136 126 162 180 154
 136 126 136 126 126 116   1 154  83  55  83  55 132 150]",[150 103 165 132 150 103 165 141]
182.0,"[131 144  60 123 128  54 117 136 152  50  78  91 151  67 157  94  61  71
  84  54  91  71  94  61  71  17   9  71  94 117  15 156]",[103  23 148 179  45  15 156  46]
183.0,"[ 55 129  49 116  29 179  77 180 166 153  55 129  49 116  29  49  77 116
  29   0  55 129  49 116  29  77  77   9   9   9   9   9]",[ 9  9  9  9  9 74 35 35]
184.0,"[ 14  73  93  73  80   9 141  73  46   9  42  73 105   9  93  73  53   9
  16  29  16  29  16  29  79   0  79   0  79   0 125 178]",[178 125 178  16   8  16   8  16]
185.0,"[118  25 118  25 118  25 118  43  54 117 132  24  24  14 160   9  73  91
 151  14 160  80 144  82 165   9  73  82 165  85  54 105]",[179  91   7 165 153  17  85  54]
186.0,"[103  78  13 117  94  13  82 151  35  78  82 151  94 122  46 150 103 165
  46 150  45  13  46 150 134 151 179 137  45  13 137  45]",[137  45  13 179  85 137  45 179]
187.0,"[  5  28   5  34   5  14 137 105 160  14 137 105 160  17 163  46 103  17
 163  46 103  14 137 105 160  14 137 105 160  82 134   7]",[ 82 134   7 165  46 103  18  17]
188.0,"[117 131  78  78 124  78 174  73  73  78  73  73  78  73  73 149 152 174
  73  24 117  75 128 174  73  73 124  78 174  73  73 149]",[174  73  73 158 152 150 151 151]
189.0,"[174 128 117 128 178 150 128 117 128 129 150 134 117 134   8 174  60 117
  60 178 128 152 165   0 152 157 117 165 123 165 157 117]",[123 165   0 117 165 157 123 165]
190.0,"[158 129  49  49  56   5   7 119 178  98  36 102 178 115  26 178 127   7
 178 153 166 105 179 178 159  94 178  82  35 178  50  14]",[54 35 88 50 14 54 35 37]
191.0,"[133  22  16 170  16  16  16  16  16  53  16  16  53  16  16   7  53  37
  37  26 133 133 115  16  16  16  16  16  16  26  16  53]",[26 62 62 26 62 62 26 62]
192.0,"[  6 169   6 169   6 169   6   5  74  49  51  77  88  77  77  77  77  77
  77  77  77 118 118 118 118  77  77  77  77  77  77  77]",[ 77  77 118 118 118 118  77  77]
193.0,"[134  47 177 181 134  47 177 181 134  47 177 181 165 134  78 177 165 134
  78 177 165 134  78 177 165 134  78 177 165 134  78 177]",[134  78 177   5 151  13  93 165]
194.0,"[ 82 123 180 179  91  82 165 159 159 174  50   9 124  94 159  70  50   9
  24 179 153 174  94 179  73  50  97 153  94 179  54 166]",[128   9  80 123 105 179  14  80]
195.0,"[136  18  42 144  18  42 123  18 136 145  13  17  97 145 123  97 145  17
  97  43 136  13  97  43  97  43  14  97  92 145 103 103]",[103 103  92 145  85 103 166 180]
196.0,"[166  42  85 153  69 127 102  77 115  18 124 127   7  77 153  85  15   7
 132  85   7  15  85   7 132  85 105 135  85 153  11 127]",[135 153  85  11 105 179  15 105]
197.0,"[ 78 177 151 150 152 140 151 150 158 158 158 158 158 158  78 151 136 152
  91 151 177 150 136 140  91 150 161 150 136 140  91 150]",[ 61  91 150 144 170  91 150 165]
198.0,"[165  85  91 180 136  85  91 180 136 105  14  14 160  14 160 179  54  94
  71  94  71  46  17  14 160  14 160  94  71  35  13  94]",[ 35  13  82  28  14  82  17 160]
199.0,"[ 17 144 151 144 151 144  17 144 151 144 151 144  17 144 151 144  37 151
 144  54 144 151  80 116 144 136  91 136 144 136 144 136]",[140 136 177 144 150  80 150 144]
200.0,"[169 150 131 169 134  45 132 103 160  84 117 103 117  45  60  45  77 174
  77 174 134  77  45 103  24 117 151   2 160   2  87   2]",[  2 178   2 178   2   0 157 135]
201.0,"[123 128  14 160 123 128  73 174 160 137 128 138  78 177 165 134  78 177
 128 138 134  47 177 181 134  47 177 181 134  47 177 181]",[ 47 177 181 165 134  78 177 165]
202.0,"[166 103  53  78  18 144  67  67  67  67  67  67 118 118 118 118 118 118
  39  55  85 136 166  17 180 123 166  17 180 123  46 144]",[ 13  46 144 159  13  46 144 180]
203.0,"[178  93 178 114  28  95  28  87  28  95  28  93  28  15 156  15  69  15
  69 118  95 121  95  15  95 121  95  86  95  27  87  28]",[ 28  87 118 117 103  77  45  60]
204.0,"[ 64  41  64  41  64  41  64  35  64  41  64  82  64  87  64  35  64  41
  64  82 138 132  39 132  39 132  39 132  39 132  39  35]",[106  39 106  39 106  39 106  39]
205.0,"[136 144 136  91 140 136 177 144 150  80 150 144 136  91 136 144 136 144
 136  94  91 150 136 131 144  60  80  60  54  50 166  71]",[ 35 179  13  50  35  94  78  50]
206.0,"[141 159 162 159 142 123  14   9 159 123  14  70   9 159 149 123  14  19
   9 159  80 159  35 159 123  50  35 159 123  50 162  35]",[100  50  70  35 109 159 123  50]
207.0,"[  9  14  95   9 146  71  91 136 146  91  31  71   9  14  31   9  71  82
  91  82 123  82  91  82 169  17  82  91 169  82 118  54]",[ 91  82   7  54  82  91  82 136]
208.0,"[ 17  63 123  13 173  63  26  26 136  63  26  97  26 123  63 144 152  98
  63  53  53 136  63  53 153  53  17  63 123  13 173  63]",[ 26 136  63  26  97  26 123  36]
209.0,"[179  13  54  50 179 180  73 136  50 180 159 165 136  50 159 166 144  54
  50  53 166 144  54  50  53 115 144  54  50 115  36 165]",[ 50  36  33  73 144  54  33  90]
210.0,"[153 100  53 105 111 153 166 162  50   9  35  80 159 138 123 128 159 138
 123 128 159 138 123 128 100 138 162 128 110 162 138 100]",[128 138 128 159 138 123 128 159]
211.0,"[ 78 149 160 142 128 142 128  70  78 109 128 109 128  72  73 129 128 129
 128  13 129 128 129 128 129  13  42 157  42 157  42 157]",[157   6   8   6  42   6  42   6]
212.0,"[123 165  78 123   9  54 144  60  54  82 136 123 177 136  82 136 123 177
 136  82 136 123 170 136  80  50  54 170  50  82  50 123]",[ 50   9  14 123 138  14  82  50]
213.0,"[ 66 110  66 110 100  86  28 134  28  73 134  73 110 100  11  66 110  66
 110 100  86  28  11 134  28  73 134  73  28  11  28  11]",[165  28   9 165   9  11  82  15]
214.0,"[158  78   9 153 160 105  73 149  22 100  22  80  50 123  78  82 179 144
 159 165  19  66  22  66  38  60 134 155 128  60 120 128]",[128 165  50 177  14   9  50  66]
215.0,"[131  35  46 166 131  46  35  50  35  46  35 177 131  46 166  97 131 166
  46  35  46 166 179 138 131 166  97 180 131  85  97 180]",[  7 159 108 131  85  53 159 131]
216.0,"[  8  82 165  82 165  82 165   9  73  82 165  16  52  16  52  16  52  37
  37  37  37  37  37  93  93  37  37 155 155 155 155  28]",[155 155 100 100 100 100 132 132]
217.0,"[136 166 180  91  85   7  78  26  53  50   7 153  50   7  53  50  46  78
 166  46  50 166  46  50 166 159  21 105  46 164 166  46]",[166  46  50 166  53  50  46 105]
218.0,"[ 24  24  48 174  48 107  48 174  48 142 174  48 174  77  77  48 174  48
  48 174  48  31 174  48 174  48 174  48  82 171  48 174]",[174  48  35 174   9  48 174  82]
219.0,"[  7 127   7 127   7 115   7  97 127   7  85 179  15 105 132 179 105  15
 179  85 132 105 179 110  46  94  11  82  94 135  46 179]",[105  82  15  94 132  82  94  15]
220.0,"[ 50  82 159 166 158  50  82 100 159 166 149  82 166  66 159 105  80 179
  82 159 123  50  82 159 158 123  50 100  82 159 149  66]",[ 66 141 159 110 159  66 159 123]
221.0,"[129 128  78  13 129 123 129 128  78  73 129 123 129 128 160  73 129 123
 166 177 165 123  78 165 123 166   7  78 165 123   7 166]",[165 123 166 159  78 165 123 159]
222.0,"[ 87  64  41  41 122  39  70 106  83  64 122  93  87  32  41  86  95  28
 132 168 110  77 124 175 135  77  24  69 124 124 167  69]",[ 22 149  69   0  22 149 171 124]
223.0,"[117 128 142  60 113 134 174 159  82  50 181  82 166  82  50 177  82 159
 105  82  14 134  82  80 179  50  54  60  50  82 179  50]",[117  50  82 159  50 123  78  50]
224.0,"[100   4 176  81  62  62  63  45 130  63 127 127 146  63 127  85  85 127
  85 180 180 146  85 180  94  94 180  94  91  42  23  63]",[130  63 127 127 146  63 127  85]
225.0,"[136 144  54 123 144 123  54 136  73  54 136  14 144 136  14  50  14  50
  91 117  50  91   9 144  91   9  35   9  35   9 152  80]",[  9 144  35  80 159 179 180 166]
226.0,"[105  46  82 105  87  46  82  46  87  82  14  82  87  14  17  82  87  14
  17  14  87  17 165  17  87 165 160 103  47 160 165  17]",[160 103 160 165 103 106 151 106]
227.0,"[180 159  46  80   9  50 123  50  35 162  50  46 159 142 168 109  35 159
  35 109 159  35 159   9  13  94  78  35  17 159  35 123]",[ 35 159  82 129 180  80  46  80]
228.0,"[ 82  94   7  46 143 119 105 173  54 130  94 173  54 130  94 115  86 127
  69  86 127  82   7  46 127  82  28  46 165 119  17 173]",[130  94 173  54 130  94 115  86]
229.0,"[ 78 153 152 100 180 128 149 159  78 158 179 152 180 158 166 117 153 166
  52 180 179  60 180 179  52 159  80 152 100 117  80 100]",[128 149 159 134  68  82 117 132]
230.0,"[ 91  35  80  94  46 180 105  85  97  53  84  61 170  61 161 163  61  84
 137 161  84 163  84 150 137  84 161  94  84  45  60  45]",[117 103  45 160 117 103  73 151]
231.0,"[125  57  35 163  41  64  41  64  41  64  41  64  41  64  35  64  41  64
  82  64  87  64  35  64  41  64  82 138 132  39 132  39]",[ 39 132  39 132  39  35  39 106]
232.0,"[  5 144  71  86 137 150  95 131 134  41  60  45   5  60  45  60  45 103
 117 152 160 151  13  82 165  94  71 159 123 179  54 180]",[105  14 180 136 105  14  37  82]
233.0,"[ 85   7 130  97 150 127 173   7  18 119  97 137 102 173   7 160 130 119
 127 173  18  87 102 119  87 119 102 119 102  18   7  87]",[102 119  87 102  18 102  18   7]
234.0,"[140  73 174 152 140 136 152  50  78 136 152 123 128 165 134  78 177  17
 103  50  78  17 103  13 131  78 177 103 163  54 117  14]",[ 54 117  71  45  13 131 160 137]
235.0,"[132  47 163  96  47  15 161 134  87 161  15  47 161  47 161 134 161 132
  47 161  47  96  61 161 138 118 118 138 161 138 132  47]",[ 47  96  61 161 138 118 118 138]
236.0,"[151 144 136 151 144  91 161 140  13 161  71 140  50 161  13 138  71 161
  35 140 144 136  91 144 136  14 108  13  71  94  71  14]",[170 152 151 144 151 152 151 152]
237.0,"[132  21  50  82  19 136 155   8  37  52 162  69  99 107   0 126 136  15
  73  50 136 126 144 128 165  66  19 117 132  21  78 165]",[152 144 117  60  78  78  78  78]
238.0,"[ 85  54 179 165  82 151  35  13 105  14  13  46  91  13 180 136  13 159
  14  13  46  93 131  35  57 131  35 126 131  35  50 122]",[148 122 162 122  50 122  35  67]
239.0,"[162 122  50 122  35  67 122 162 122 162  70  54  57  70  57  70 162 122
  57 145 122 162 122  50 122  35 148 122 162 122  50 122]",[ 67 122 162 122 162  70  54  57]
240.0,"[ 50 166 180  66 159 136  80 155 179  50 166  54  53 144 115  73  26  14
  26 144  26  14 153  78 166 105  50 166 159 165  82  50]",[ 73  26  14  26 144  26  14 153]
241.0,"[110  42   3  49   3  49   3  49   3  49   3  49   3  49   3  49 162 176
  49 171  49 162 162  49 176 162 171 176  74   5  74   5]",[ 5 74  5 74  5 74  5 74]
242.0,"[ 54  42  69  69  91 156  54 179  28 136 176  14  14 160 136 152  14 160
  71  45  44  44  99  99  14 160  14 160  14 160 136 152]",[160 123 128 178 178  50  78  50]
243.0,"[165 117 123 117 118 123 117  77 174 117  71 117  71 117  69  73 117 174
 117  38 151 117  30 151 117  30 151 117 174 117  69  73]",[ 77  73 117  77  73 117 174 117]
244.0,"[117 161  60 170 117 161  60 170 117 161  60 170 117 161  60 170 178  45
 103 132 117 160 151 132 110 165  71  17  87  54  14  91]",[  9  82  94 132  46 179 132 105]
245.0,"[ 50  36  26   7  26 136  36 144  17  33  36  18  18  50  36  18  53  18
  17 173 136  13  90 173  63  63  35 173  63  26  63  91]",[ 17  50 173  36  36  35 173  36]
246.0,"[117 118 123 117 118 151 117  77  73 117 123 117 124  71 117  77  73 117
  15 161 117 118 151 117 118  54 117 123 117  77  24  31]",[ 24 174  73  24  71  73  24  54]
247.0,"[143  93 144  14  13  93  13  50 151  67 151  91 160  67  84 160  91 117
  84 117  91 103  84  45  91  49  84   5   9  49  49   9]",[110  51   9  88 110  34  88  35]
248.0,"[ 66  10  66 142 142  10 177 174 134  60 128 117  53 160   7 153 115  22
  26  22  53   7  19 153 166 105 165 179 159  80 149  82]",[179  22 159  80  10 177 174 134]
249.0,"[ 29 105 166  49 153  97   5   7  97  29   7  53   0   7 153   5 166   7
  29 153 166 178 105 179  49 105 166 165 153   7  78 127]",[117 115 116  78  73  49 165 144]
250.0,"[ 54 137  17  71 165  47  17 165  17  82  17 165 134  17 134 165  17 134
  82 134  17  17 134  82  17  82  73  46  82  17 134  82]",[ 17  82 134  46 134  82  14 134]
251.0,"[113 179  16 166  53 115 166  74  97 115  36 105 113   7  26 102 179 166
 127 115 159 113 105   7  26  94  56 105  97 127 178 134]",[129  88 129  49   5   5 157  99]
252.0,"[ 73  69  69  98  73 142 129  98  77   0  98 142 129  98  77   0  98 142
 129  98  77   0  98 142 129  98  77   0  98 142 142  26]",[153   9 105  14 159 123   9  73]
253.0,"[138  14 128 149 174  14 128 151 131  91 152 126 128  91 152  73 174   9
 160  22 128   9 160  73 174   9  78  69 117   9  78 123]",[159  73 110 160 159  73 123 131]
254.0,"[131  13 108  35 131  88  88  99  99  88  88   5   5  88  88  99  99   5
   5  88  88  41  88  88  71  61  94  45  71  61  94  45]",[108  35 131  13 108  35 131  71]
255.0,"[ 36  18  36  50 173 136  13  90 173  63  63  35 173  63  26  63  91 173
 145 173  36  36 173  36  18  18  36  18  97  97  18  97]",[166  97 166  46  46 166  46  35]
256.0,"[  9 136  54  66  54  21 123  17 155 155  16 155  37  52 155 166  40  85
  75  75   1  75  75   4 100  75  33  53   7   7 153 166]",[180 179  66 179  21 159  46 155]
257.0,"[179 159  80 159 179 180  73 179 180 105 144 180 105 166 105 166  85 117
 166  85 153 144  85 153  97 153  97 153 152  53  97 153]",[ 97  53  26 115  63  36 131  90]
258.0,"[ 14 160 136 152  17 103  71  45 156 116 146 116 146 146 116 146 116 146
 116 146 116  29  29  29  29  29  29 164  60 103  78 144]",[103  78   8 144  51  60 103  78]
259.0,"[155  60  60 133 134  32 131 134  17 156  49  91 114  93  13  17  86  71
 165  28 178  17  14  82  46  87 105  15 132 126  68  93]",[ 93   7  87  82 127  94 145  66]
260.0,"[ 78  51  13  29 134 103  78  29 165  51  60 103  78  51 144 129 128  78
  13 129 123   8 103  78  13   8  17 129 128  78  13 129]",[129 128  78  13 129 123 129 128]
261.0,"[ 55  92  74  92  55  92  55  92  55  58  17 164  92 109  92  55  92   1
  92   1  10   1  52   1   1 152  55   1  89   1 154   1]",[ 1 55  1 55 55 55 89 55]
