,x_val,future
155,"[140 134 101 101 180 180  97  97 158 158 152  79  79  79 139 173 173 173
  90  81   2   2   2 157 144  37  35  35  35  35  80 144]",[ 2  2  2 38 65 65 65 20]
156,"[ 29 113 149  29 167   7  70 113 105  70  93 140  73 113 165  73 167   7
  73 113 165  73 122   7  70 167 129  70  29 113  42 113]",[119 165 119   7 113  42 113  88]
157,"[ 42 113 129  42 113 129 127 139  42 113 127 129 127  42  89 140 165 140
  42   8   7 129 140  55  89 165  55  89 129 140  55  89]",[ 88  29 113   8  88   8  88 149]
158,"[171  25  29 175 175  49 175 107 143 142 142 142 142  21  53  70  89 129
  70  89 129 119  22 129  70  89 129  73 122 129  29 167]",[ 37 129 167 129  29 122 129  29]
159,"[180 167 166  95 180  51 105  20 171  51  20  55  51  84  20 166   6 180
 166  12 180  55 166  84 180  22  51  84  20  51  84  20]",[ 84  20 166  95 180 166  93 180]
160,"[154 119  73  63  88 149 119  73  88 149 176  73  99  73 155 176  73 140
  88 149   7 119  73  29  88 149 119  73  88 149 119  73]",[149 167  70 149 122 129 149  89]
161,"[149  80 149  70 104  25  46  88 104  93 148  15  46  63 108 167  68  88
 104 162 108 169 135 149 113 105 149  80 149 165  88 122]",[125 104  12 148  15  46  63 108]
162,"[181 162 181 174 121  69 170 179 174  69 162 170 108 121 108 181 108 181
 108 181 108 121 108 181 108 179 108  46 181 104 121 148]",[132 145 170 108  93 170  43 121]
163,"[ 24   8  28   8  28   8  28   8  89 170 113  84 113  12 125  12   5  42
   5  42 125   5  12  55  85 113   8 137  89  22  89  55]",[ 55  59 125  59 125 141  59  55]
164,"[ 22   6  95  95  13   8   6  95  95  49 122   6  95  95  86 107   0  95
  95  95  95  95  95  95  95  95  95  95  98  86  17  95]",[95 95 95 95 95 95 95 95]
165,"[165 127 140 127 169 140 169   7 139  21  90  21 127 140  57  42   7  48
  90  55 127 140  79  78 139  78  90  65  78 117  78  79]",[165  37  90 127 140  25   7  48]
166,"[ 71  71  18  72 148  52  56  31  10 153  10 153  31  29  68 129  18 148
 153  52  10 153  62  53  40  10  52  62  14  40  10 153]",[173  62  53 139 173  18  29 129]
167,"[ 70  37 146  70  63  88  66 149  63  66  19  88  37 105  19  37  33  88
  66 149  33  66  88  70  37  70 100  93  70  37 100  70]",[129  70  37 142  70 137 165  70]
168,"[ 22 145  95  31   6 141  89  31  95  52   6 141  89  52  95  46   6  22
 122  46  95 145   6  22 122 145  95 134   6  84  89  95]",[84 89 68 95 31  6 84 89]
169,"[107 145 107 105 109 134  83 173  26  68 134  82 134  19  26 134 148 173
  89  26 178  68  26 154  13  26  13  22  45  46 148  45]",[124  44  44  45  55  49  96  49]
170,"[ 11   3  11  48  11  80  86  48  11 175  80  86 136  48  11  51  48  11
 107   3 127  25  90  48 173  86  48  11 173 107  86  48]",[ 11 173 174  48 173 175  11  90]
171,"[ 12  95  31  53  95 125 122  68  83 122  71  55  88  68  83  88  31 141
 129  52  26 129  71 141 129  18 103 129 140  37   1  89]",[ 62  89 146 146  89  62  98  89]
172,"[ 82  31  68 134 148  19  31 134 148  42  16 116  68  31 144 148  16  68
 116  71   6  83  83 145 145   6  71 107 145 107 105 109]",[ 83 173  26  68 134  82 134  19]
173,"[ 37  26 153 173  86  80 155 153 119  80  80 119 129  29 122  11  22 164
 132  10 102 179  13 151   3 102 179   3 102 132  52  21]",[ 31   7   3  21  31 132  52  21]
174,"[165  49  93  49  93  49  95  95 167 115 167 115  95 175  95 175   8  46
   8  46  22  99   8  99  22 175   8 115 115 115 115 115]",[115 131 115 131 131 115 131 131]
175,"[105  48 122 105  11  93 105   3 119 105  93 105 122 105  11  93 105 127
 119 105 155  93 105  90  84 105  79 129 105 173  66 105]",[105  84 105 127 129 105  11  66]
176,"[  7 140 155  90  79 158 112  97  65 112 101 111 112  35 157 112 177  36
 116  70  36 177 157 119 116   2 111 101  65  97 111 112]",[ 65  97 158 139  90 112 155 140]
177,"[165  55  89 129 140  55  89  48  88  29 113   8  88   8  88 149   7  89
  48  95  29 149 140  55  89  88 141 113  88 140 139  84]",[  3  88  29 113 122  88  22   3]
178,"[ 11  22  51 136 160  22  48  11 143 127  11  22  99 174 175   6 143 175
   6 143 127 107   6  48  11 143 127  11   6 175 143  99]",[174  99   6 174  11  99   6   3]
179,"[153  86  53 135  62  53  26  53  91 153 173 135 153 118 151 143  10 158
 103  10  86  53  29 146  53  62  53  86  53  29  19  53]",[ 53  62 153  66 135 153 135 153]
180,"[108 170 108 108 108 108 108 108 108 108 108 113 108 108  22 108   8 108
 108 108   8 108 108 108   8 108 108 108  22 108 108   8]",[122 108 108 108 108   8 108 108]
181,"[149 138  66  12  48 113  66  12 149 138  66  12  25 113  66  12  80 138
  66  55  25  22  66  55  80 138  66  55  73  22  66  55]",[167  93 105  37  25   3 140  90]
182,"[ 76  93  12  66   8   7 149  66   8   7 149  93  12  76  76  93  12  93
  12  76  76  93  12  76  76  93  12  76  93  11  22  70]",[ 11  22  90  32  70 174 136  32]
183,"[108  95  86  46  66  86  68  95  86  66  86 108  95  25 119  25 145  95
  86  66  86  18  95 119  80 119   9  95  66 105  66 148]",[ 80 129  80 104  95 149 129 149]
184,"[127  48  70 140  48  37 140  70  90 140 165 139 127 117 139 117  73  20
 117 117  90 101 117 101  48   2 101 117 139  20 117  20]",[130  20  20  65  35  20 158  35]
185,"[ 90 127  51 140  11  22   3  48 107  25  86  95 107  95  22  95 167 171
 167  95  95  95  93  95  88 171 156  93  49   6 110  80]",[70  6 25 11 42 90 79  6]
186,"[126  23 126  76  69 126  91 126  91  76  69  76  69  76  69 162  69 174
 126  69  76  69  76  69  76 174 126 162  69  69 162 162]",[76 69 76 69 76 69 76 69]
187,"[166  65 139   4  29 139 158 139 158 117 118  66  29  66   4  78  66  70
  66  70  73  90  41 117  90   9  73  90 139  90 139  79]",[  9  86  48  86 158   9  70  73]
188,"[ 12  70  93 178  93   3  25  99  93 140  25  83  93  90  25 178  93  97
  25  27 145  27 145  27 145  82 108  82 108  82 108  44]",[44 46 44 46 27 68 27 68]
189,"[ 66  29  90 167  55 167 149  48  37  48 140 140 165  90  37 117  70 101
  48 101  48 140 117  73 140 158   7  90 139  15 155  21]",[ 73 129  88  29  70 167  29 119]
190,"[ 95 173   8  97  84  20   6  35 138  36 109 161  27  27  49  49 108 108
 121 121 170 170  46  46 115 115 137 137 144 144 144 144]",[168 116 168  75  75  75  75  75]
191,"[ 66   8  86  48  11  86  80  95  86  48  11  70  80 165  70  25   3  70
 105  32  70  25   3  66 105 138  66  86  48  66 165   6]",[ 70  48  37 165  55  37  25  70]
192,"[126  88 165  88  66  76  95 165  95  66 178 167  37 165  37 106  70  66
 149  37  48 137 165  78 133 100  91  54 117  85  65 117]",[117  54  65 117 139 127  91 127]
193,"[ 17  17  17 115 115 115 115 131 115 131 131 115 131 131 115 131 131 115
 131 131 115 131 131 115 131 131 115 131 131 115 136  27]",[27 27 27 27 27 97 27 27]
194,"[ 22 129  18  22 122 129  18 113   8 129  18  22 122 129   4  89 167 129
  89 167 105  18 113  88 149 113  88 149 140 167 129  37]",[ 88 105   7 122  88 149 122  93]
195,"[123  42 167  70  90 123 123 104 147 113 147 149  65 147 123 104 135 113
 147 149  65 123 142 104 147 113 135  65 149   7 135  65]",[113 149   7 117  21   1  89  37]
196,"[ 11  80   3 105  86  95  66   8 105  84  66   8 105  84  66   8 105  84
  66   8  46 149  37  54  66  70  73  54  85  48   7 140]",[127  90 139  91  79 117  65  54]
197,"[  8   6  95  13   6   8  95 175   6  22  95  13   6   8  95  49 122   6
  95  13  84   8  95  95  95  95  95  17  84   6  95  17]",[ 84  95 143   6  55  95  17   6]
198,"[ 53  74  53  74  53  74  53  74  53  74  11  74 153  74 153  74 153  74
 153  74 153  74  11  42 107 150 140 150  78 150  78 150]",[150  78 140 150  78 150 140  42]
199,"[ 88  89  37   1  95 129   7  89 149  37  29  95 149  37  86 129 149  37
  73 125  88 105  37  83  88 105 119 176  88 149  37  83]",[105  86   1 149  37   7  89 149]
200,"[ 80  22   2  80  81   2  22  38  80  22  80 120  36  38 177 157  38  35
 111  38 101 180  38  97 158  79 173 155 140  38  11   3]",[ 25  86 119  38  37  80 105 129]
201,"[ 48  70  25  70 165  48  25   7 140  73 127 155  25  90 155  48  90 127
  73  90 139  66  79 158  70 117 158  73 117  65  25 117]",[ 70 139 117  73  79 139  48  90]
202,"[ 66   8   7  93  25 113  66   8   7  93  73  55  66   8  48  88 127  48
  22  12  66   8  11 165  48  22  66   8  11 165  25 113]",[  8   7  93  66 170 127   4  81]
203,"[140  29  86  86  95  29  86  37  37  89  86  37 129  37  75  70  37 105
 105  37 105  93  37  75  70  37 105 105  75  37 105  93]",[ 75  70  37 105 105  37 105  93]
204,"[178  88 105  21  37  73 135  88 105  37  73  88 105  37  73  70  73 119
  73 135  88 149 154 119  73  63  88 149 119  73  88 149]",[ 73  99  73 155 176  73 140  88]
205,"[119  29 129 119 149 119 149 129  73  89  88 105  37 105  88 105  88 105
  37 105  88   1  73  89 149 129  86 149 129   3  88  37]",[ 29  95  37 149   7 135 149 119]
206,"[ 17 145 145  51  68  51  13  51  13  17  17  17 178  17  51  84  95  51
  51  51  84  51  51  95  51  78  51  51  17  55  95 124]",[124  55  45  45  95  45 124  45]
207,"[  3 155 140 155  11 155 119  29  11 155 180 119  29  97  11 155 158 119
  29 173 153 155  41 155 153 155 119  29  11 155  89 119]",[ 22  11 155  84 119  29  12  11]
208,"[  3 127  48 127  29 127  48 145 126  11  48  11  48  11  48 145  11  66
  25   3 127  11   3  25 145   3  80  86  48  11   3  48]",[145  48  80  70  25  84   3  48]
209,"[128 177 135  67 130  17  35 111 122 155  67 139  97 155  98 128 146  67
  36  17  67  36 177 130  35 111 112 111  67  65  97 158]",[173 155 112 155  67   7   3  29]
210,"[138  89   1 113  34  95   6 167  42   8 138 178   8 167 178  88 129 165
 178  76  37  66 167  70   8  73  89  29 113  48  55   7]",[127  90 139 158 117  65 101  20]
211,"[149  86 119  84 122  88 105  88 122  66   8  13   3   9 105  86  29  18
 105 119  73 105 119  70  52 129 149   7 149  70 119  71]",[ 88 149  88 122  37  42  89  88]
212,"[124 170  93  93 170  43 121 179  43 170 179 174  69 162  27  68 164  68
  68  68  68 164  68  27  68 144  68 148   9 164  18 145]",[145 170 108  93 170  43 121 179]
213,"[158 140 132 132  11 132   3 132 132  29 132 179   1  56  26  56 124  83
 134 153  64  10  10  41  64 164 164   3 132 114 141 132]",[132 132 132 132 132 132  80 132]
214,"[174  81 174  81 174  81 174  81 174  81 174  81 174  81 174  81 174  81
 174  81 174  81 174  76  76  76  76  76  39  96  96  96]",[ 96  96  96  96 131 123 131 178]
215,"[140  70 167   7  98  29 167   7  98  29 167   7 149  66   8   7 149  93
  12  76  76  93  12  66   8   7 149  66   8   7 149  93]",[76 76 93 12 93 12 76 76]
216,"[ 10 124  18  41 102 153  10 153  10 144  18  98  10 144  18 144  18  98
  10 144  18  98  86   9 119  98  18 144 146  18  98  10]",[ 18 146  18 102 135   0 176 135]
217,"[ 70  79  48   8 165  66 165 173  86  25  79 113  93  86  93 173  66  25
  79  22  93  70  93  90  80 158  86  12  93  79  66 173]",[ 90 149 127 136  22  93  80  93]
218,"[ 86 145  95 105  37 145  86 145  95 105  80 145  86 145  95 165  80 145
  86  97  84  66  86 105  66  86  97  20 105  66  86  20]",[105  66  86  97 173 105  66  86]
219,"[  8  12   8  23  88   8 160  88   8 160  88   8  12   8  76  93   8 170
  93   8 170  93   8  12   8  50 165   8  80   8  28  80]",[170  12   8 149   8 149   8  76]
220,"[ 56  53  62  31  62  31  59  46  59  71  56  31 154  46 154  46  90 140
  25  46 155 140  53   4  37  29   4  14 159  29   4   7]",[  3  29 153 119  64 122 119 122]
221,"[ 61  55  61  55  61  46  61  46  61  46 104  24  31  28 126  28 126  28
 126  73 156   9  73  70 165  71  73  70  66 150  78 150]",[150  78  48   7  70  31 140   7]
222,"[149  88 122  37  42  89  88 105  88  89  73  64  88 149 119 149  88 149
  88 149 119 149  88  73   1  88 105  70 105  88  29 105]",[ 73  70 105 155  34 119  73   7]
223,"[173 140  29  29 129 140  29  86  86  95  29  86  37  37  89  86  37 129
  37  75  70  37 105 105  37 105  93  37  75  70  37 105]",[ 75  37 105  93  37  75  70  37]
224,"[170  12 170  12  55 170 113  89 162   8  88  61 167  61 150  61 150  61
  46  61  46  61 108  71  41   4  91 126  91 126  91 126]",[ 54  54  85  91 150  61 150  61]
225,"[ 88  73  76 149  73  90 125  25  83  88  25  77  71  73  76  63  73  79
  88   3 178  25   3 154  71   3  91  63   7  65   8   7]",[ 93   7  79  93  25 124  80  25]
226,"[180 119  70  73  70  73  25  65  48  25  73  20  86  73  29  73  29  48
 101   7  48  29 139  73 158 117 158 117  65  41  70   3]",[ 71 176  70  73  70  73  25 139]
227,"[ 52  52   4   4 104 104  21 104 104 149  34   7 113 149  34   7 113 129
 114  29 141 129 114  29 141 149  34   7 113 149  34   7]",[ 70  42  90 167  70  42  90 167]
228,"[ 79 113  93  86  93 173  66  25  90  22  93  80  93  70 173  90 127  25
 113  93 173  66  93 158  86  79  25  22  93  70  93  90]",[ 25  79 113  93  86  93 173  66]
229,"[ 48 125 154 154  88 165 125 154 154  88 165  48 154 154 125 165 154 154
 125 165  48  91  91 125 165  48 114 154 154 141  21  29]",[178 178 141 129 114 178 178 141]
230,"[ 18 132 141  22 122  22 122 129 113   8 129  29  22 122 129  11 155 141
  22 129 155  22 122 129 155 113   8 129 155  22 122 129]",[ 89  95 129  89  93 105 155  22]
231,"[173  86  80 155 153 119  80  80 119 129  29 122  11  22 164 132  10 102
 179  13 151   3 102 179   3 102 132 129  62  11  37   3]",[ 37  31 174 173 148  90 174 148]
232,"[140  89 146 105 140  37 140  88 146 105 140  70  90 154  88  90  70  89
  90 154  84  90 119  34 155 113  63 122 155 119 155 113]",[122 155  48 117 135  22 117  48]
233,"[155 119 140  37  11  80   3 105  29 129  25  93  86  95 119 122  37  89
  80  22 105  84 129 141  29 129  11  80 155 119 140  37]",[ 80   3 105  29 129  25  93  86]
234,"[ 42  55  22   8  22  22 113  17 113  17  55  50  55  50  12 170  12 170
   6 170   6 170  42  81  42  81 138 138  32  11 148  11]",[ 11  11 167  11  11  93  11  92]
235,"[145 140  29 140  29  11  29  11  29 145  11  29  11  73   3  73   3  73
 145   3  73   3  86  84  29  86  29  86 146  29  86  29]",[22 25 70 25 70 62 25 86]
236,"[ 48  37 167   7  98  29   7  70 167 140 178   7 140  48 165 139 124 155
 139 165 117 124 139 155 165  90 178 140  90  70 167 127]",[140 127   7 167 140  78  48 140]
237,"[ 22  80   4  22  18  55 165  18  55  18  84 105   9  84   9  68  18  46
 108  31 108 108   9 108  71  65   7 145  65 180 145  11]",[180 117  18  48  18 117  97  18]
238,"[100  46  46  46 132  52 141 141  55  44  44  22  72  72  55  44  44  22
  72  72 141 122 141 122  52  89 129  37  86  37 129  52]",[129  37  52  86  37 129  52  22]
239,"[ 25  48   7  54 140 127  54  90  85 139  79 117 150  65 101 127  91  90
 139  79  54 117  65  54 101  85  20   2 130 150 157  47]",[ 91  65 101  20  54   2 130  54]
240,"[173 105 139  88  11 105 140  88  11 105 140  88  48 105   3  88  48 105
   3  88  86 105  73 125 117 105  97  88 173 105 139  88]",[105 139  88  11 105 140  88  11]
241,"[ 73  48 139  66  48  73  48 139  80  48  73  48  80  79  48 139  73  90
  48 155  80  48  73  48 176 149  48  73  48 176 149  48]",[176  48 169 149  25  70 169  25]
242,"[110  23 164   0 156 167 156 116  36 116  11  93 131  43 110  23 163 145
  95 163  27  23 110  43  27 107   6 179 171 156   0  23]",[ 84  13  51  23 110  94  92  20]
243,"[140  59  90 127  88 140  88   7  91 140   8 127  90   8 139 158 131 139
 167 158 117 167  65 101 178 101 165 101 165 178 165 165]",[178 140 165 140 165 140 178  90]
244,"[149 127 149  20 131  20 149  20 149 131 149 149 127 131 127 149 127 149
 127  17 173 149  90 127 149 173 127  17 127 149 127 149]",[ 17  20 149  20 149 127  76  86]
245,"[117  65  91 117  65  54 117  97  17 117  20 175 117 158  17  97 117 175
 173 127  17  90 175 127  90  17 127  90 175 127  79   0]",[ 90 173  79  45 117  97   0 180]
246,"[140   3 140  97  83  98 112  98 112 144 164  29 141   7  29   7 158  98
   3 141 140   3 140  97  83   7 141 155   7 155  65 176]",[178 135 146   7  88 155   7 155]
247,"[  6  22 165  25  22  48  95   3  48 119   6  95 139  80  95 173  80  86
 155  84  95 105  95 127  66  48  80 138   8 155  88   8]",[165  66  11  12   8  93   8   3]
248,"[ 93   3  70   3  11  95  48  86  48 173 165  11  86  11  90  80  95  11
  25  37  11  79  80  11  25 105  11  11 165  95  48  86]",[140  13   3  86   3  11 167  22]
249,"[143  95 143  14  95  29 143   3  29  95  25 136  14 153  95 143  14 153
  95 143  14  95  29 143   3  29  95 174 136  11  62  95]",[ 11  62  95 143 139  62  89  62]
250,"[ 84 140 155  13 140  26   1 124  26  83 153  64 153  10 153  64  83 124
 179  83 153 141  10 153 141  10  14  95  29 143   3  29]",[ 25 136  14 153  95 143  14 153]
251,"[ 88  89  88  89  84  66  84 127  68  13 127  66 127  68  13 127 119 155
 146  71 155   3  18  97 135  68  97 119 155  68 146 155]",[155  46  41 155 119  52 155 153]
252,"[ 89  95  31 105 148  22  95 129 148  80  68  89  95 129  68  37 148  22
  95 129 148  80 148  22  95 129 148  80 148  22  95  93]",[ 80 148  22 167  93 148  80 173]
253,"[ 73   7  25  86  12  25  11  48  86  93  48 127   7  86  93   7 127   7
  86  93   7 127   7  86  22   7  90  11  70  22  11 127]",[ 25   8   7 127  48  73   8  48]
254,"[  6   1 138  56   1   1   1   1  86   1   1  29   1   1  72  32  32  32
  32  73  32  32  48  32  32  48  34  29  34 119   7 125]",[ 48  34 119  48 113  34  29  34]
255,"[157  79  36 157 101 117   2 101   2  79  47   2  20 139 130  20 130 117
  47 130  79   7  20  79  20  69 157  20 117  48  20 117]",[ 91 130  20 117  48   2 101 117]
256,"[178 141  29 135 141  29 124 141  29  86  53  29 146  53  62  53  86  53
  29  19  53  62  53  62 153  66 135 153 135 153  62  53]",[ 26  53  62  53  86  53  29 146]
257,"[ 95 143 153  22 144  62 143 144 153  22 140  16 136  90  38  95 143  38
  95 143  11 129 132  11 129 132  11 129 140 155 164 140]",[129 164 148   3 129   3  11 129]
258,"[  7  29 119 144 102  98 112 168 168 168 164 102 116  58  65 141 111  65
 158 158 112  65 158 155 155 158 155   7   7 112 155   7]",[ 29   7  29 119 144 102  65 141]
259,"[129 139  55  89  48  88  29  89  95 129   8   7 129  48  88  29  95  48
  88   7  53 140 125  89 165 140 125 113 129 140 125  55]",[127  42 113 129  42 113 129  42]
260,"[129 104  95 104  22  95 148 129  22 167 148  93  31  22  95 129 104  93
 129  95 148  22 167  93  88  93 148 167  68  22 122  46]",[ 46  95  88  46 122  46  84 122]
261,"[ 46  68 134  31 148 148 145 175 175  86 175  26  68 134  82 134  19  26
 134 148  86  31  26 178  68  26 154  13  26  13  32  45]",[148  45  18 124  44  44  45  57]
262,"[180  26 111 101 180 117  26 180 155 122  79  97 124 101 180  97 158 124
  79 173 122  90 155  30  93 140  11   3  29 129 129 105]",[129  93  30 129 132 129 141 129]
263,"[ 25  97  37 119  48 122 119  11  37 119   3  25 119  37 119 122 119 119
  79  86  86 119 158  66 119  25  97  37 119  18 129 119]",[ 80 119 148  29 119  80 119  22]
264,"[  3  73  37  73  37  73   3  73  37 140 113  88  73 119   7  73 119  29
 129 119 149 119 149 129  73  89  88 105  37 105  88 105]",[105  37 105  88   1  73  89 149]
